dest room|bill room|date|time|#orders|menu id
restaurant|L50|2016-02-02|16:12:00|5|8
restaurant|L50|2016-02-02|18:37:00|3|0
restaurant|L50|2016-02-16|19:56:00|2|13
restaurant|L50|2016-02-16|21:02:00|4|9
restaurant|L50|2016-02-15|23:35:00|2|1
restaurant|D64|2016-03-08|19:19:00|5|2
D65|D65|2016-03-03|00:44:00|3|10
L53|L53|2016-01-28|18:51:00|1|3
restaurant|L53|2016-01-28|15:09:00|3|5
L42|L42|2016-02-28|10:00:00|4|15
restaurant|L43|2016-02-29|13:16:00|5|9
L60|L60|2016-01-14|15:33:00|3|2
restaurant|L65|2016-01-15|07:05:00|1|13
L68|L68|2016-03-17|23:13:00|3|2
restaurant|L68|2016-03-17|13:11:00|1|4
restaurant|L69|2016-03-14|12:41:00|3|9
restaurant|L73|2016-03-05|00:27:00|2|5
restaurant|L74|2016-03-02|18:02:00|3|2
restaurant|L74|2016-03-03|17:17:00|3|14
restaurant|L74|2016-03-06|06:48:00|1|8
L60|L60|2016-03-20|03:47:00|3|9
restaurant|L60|2016-03-20|07:20:00|5|13
L60|L60|2016-03-16|23:54:00|4|11
restaurant|L60|2016-03-25|22:29:00|2|14
L60|L60|2016-03-25|12:03:00|1|13
restaurant|L60|2016-03-24|20:04:00|2|7
restaurant|L60|2016-03-19|14:34:00|3|10
restaurant|L61|2016-03-16|05:08:00|2|10
L61|L61|2016-03-17|09:44:00|3|5
restaurant|L61|2016-03-17|10:43:00|3|4
L61|L61|2016-03-20|13:49:00|1|6
restaurant|L61|2016-03-24|15:02:00|5|13
restaurant|L61|2016-03-22|14:39:00|3|10
restaurant|L61|2016-03-18|07:58:00|5|8
L61|L61|2016-03-28|15:54:00|1|2
restaurant|S85|2016-01-07|06:04:00|1|15
S85|S85|2016-01-01|20:15:00|1|4
S86|S86|2016-01-06|21:59:00|3|5
S137|S137|2016-03-16|08:16:00|2|7
S138|S138|2016-03-12|20:30:00|1|0
S140|S140|2016-03-13|16:01:00|4|12
restaurant|L55|2016-01-08|23:56:00|3|6
restaurant|L55|2016-01-08|06:48:00|4|14
restaurant|L32|2016-03-01|14:06:00|5|14
restaurant|L33|2016-03-04|15:34:00|2|13
S141|S141|2016-03-18|05:54:00|4|14
S136|S136|2016-02-08|18:59:00|3|14
S137|S137|2016-02-13|19:54:00|3|3
L64|L64|2016-01-17|07:33:00|5|11
L64|L64|2016-01-17|08:12:00|2|7
L69|L69|2016-01-21|03:46:00|2|3
L52|L52|2016-02-17|22:48:00|2|14
L52|L52|2016-02-19|23:25:00|5|14
L75|L75|2016-03-07|09:44:00|4|2
L53|L53|2016-02-15|01:22:00|1|5
restaurant|L53|2016-02-20|23:17:00|1|8
L53|L53|2016-02-20|10:03:00|5|7
restaurant|L63|2016-03-10|11:19:00|5|1
S143|S143|2016-03-19|07:33:00|4|12
restaurant|S144|2016-03-16|23:25:00|2|0
L70|L70|2016-01-30|20:36:00|3|0
L70|L70|2016-02-01|02:21:00|4|9
restaurant|S94|2016-02-17|06:58:00|4|10
S96|S96|2016-02-18|18:29:00|3|1
S98|S98|2016-02-24|08:59:00|5|14
restaurant|S100|2016-02-16|19:28:00|1|11
S100|S100|2016-02-20|03:39:00|4|6
restaurant|S100|2016-02-18|03:00:00|1|4
S101|S101|2016-02-24|04:31:00|3|13
S102|S102|2016-02-19|18:12:00|1|8
S138|S138|2016-02-07|10:05:00|5|4
restaurant|L57|2016-01-12|15:34:00|3|4
restaurant|L53|2016-02-26|10:41:00|3|8
L53|L53|2016-02-28|17:59:00|4|7
restaurant|L53|2016-02-27|01:03:00|5|4
